,year,month,text
2663,2012,January,"January 10  A bombing in Khyber Agency, Pakistan, kills at least 30 people and 78 others injured."
2664,2012,January,"January 12  Violent protests occur in Bucharest, Romania, as two-day-old demonstrations continue against President Traian Bsescu's economic austerity measures. Clashes are reported in numerous Romanian cities between protesters and law enforcement officers."
2665,2012,January,January 13  The passenger cruise ship Costa Concordia sinks off the coast of Italy as a result of the captain's negligence. There are 32 confirmed deaths.
2666,2012,January,January 19  The Hong Kong-based file-sharing website Megaupload is shut down by the FBI.
2667,2012,January,January 23  IranEuropean Union relations: the European Union adopts an embargo against Iran in protest of its continued effort to enrich uranium.[3]
2668,2012,January,January 27  Spanair ceases operations after talks with Qatar Airways for a prospective takeover fall through.[4]
2669,2012,February,"February 6  The Diamond Jubilee of Queen Elizabeth II marks the 60th anniversary of her accession to the thrones of the United Kingdom, Canada, Australia, and New Zealand, and the 60th anniversary of her becoming Head of the Commonwealth.[5][6]"
2670,2012,February,"February 19  Iran suspends oil exports to Britain and France, following sanctions put in place by the European Union and the United States in January.[7]"
2671,2012,February,"February 21  Greek government-debt crisis: Eurozone finance ministers reach an agreement on a second, 130-billion Greek bailout.[8]"
2672,2012,March,"March 4  A series of explosions is reported at a munitions dump in Brazzaville, the capital of the Republic of the Congo, with at least 250 people dead.[9][10]"
2673,2012,March,March 5  Air date of KONY 2012 (viral [[documentary film]) on YouTube[11][12][13]
2674,2012,March,"March 13  After 246 years since its first publication, the Encyclopdia Britannica discontinues its print edition.[14]"
2675,2012,March,"March 15  Communist party chief of Chongqing Bo Xilai, well known for his neo-Maoist leanings and policies, is removed from his post after a large scandal involving the murder of British businessman Neil Heywood and an incident involving the Chongqing police chief Wang Lijun.[15]"
2676,2012,March,"March 22  The President of Mali, Amadou Toumani Tour, is ousted in a coup d'tat after mutinous soldiers attack government offices.[16]"
2677,2012,March,March 22  Pakistan wins the 2012 Asia Cup cricket tournament.
2678,2012,April,"April 1  The ROBLOX 'April Fools' hacking takes place, because of a player gaining access to an admin panel, resulting in mass destruction of the website for hours."
2679,2012,April,April 6  The National Movement for the Liberation of Azawad unilaterally declares the independence of Azawad from Mali.[17]
2680,2012,April,"April 12  Mutinous soldiers in Guinea-Bissau stage a coup d'tat and take control of the capital city, Bissau. They arrest interim President Raimundo Pereira and leading presidential candidate Carlos Gomes Jnior in the midst of a presidential election campaign.[18]"
2681,2012,April,"April 13  Kwangmyngsng-3, a North Korean Earth observation satellite, explodes shortly after launch. The United States and other countries had called the impending launch a violation of United Nations Security Council demands.[19] The launch was planned to mark the centenary of the birth of Kim Il-sung, the founder of the republic.[19]"
2682,2012,April,"April 20  Bhoja Air Flight 213 crashes near Rawalpindi, Pakistan, killing all 127 people on board."
2683,2012,April,April 26  Former Liberian President Charles Taylor is found guilty on 11 counts of aiding and abetting war crimes and crimes against humanity during the Sierra Leone Civil War.[20]
2684,2012,May,"May 2  A pastel version of The Scream, by the Norwegian painter Edvard Munch, sells for US$120million in a New York City auction, setting a new world record for an auctioned work of art.[21][22]"
2685,2012,May,May 7  Vladimir Putin is elected President of Russia.
2686,2012,May,"May 12  August 12  The 2012 World Expo takes place in Yeosu, South Korea.[23]"
2687,2012,May,"May 20  An annular solar eclipse was visible from Asia and North America, and was the 58th solar eclipse from 73 solar eclipses of Solar Saros 128."
2688,2012,May,"May 22  Tokyo Skytree, the tallest self-supporting tower in the world at 634 metres high, is opened to the public.[24]"
2689,2012,May,"May 2226  The Eurovision Song Contest 2012 takes place in Baku, Azerbaijan, and is won by Swedish entrant Loreen with the song ""Euphoria""."
2690,2012,June,June  2012 Middle East respiratory syndrome coronavirus outbreak begins.
2691,2012,June,June 56  The century's second and last solar transit of Venus occurs. The next pair are predicted to occur in 2117 and 2125.[25]
2692,2012,June,"June 7  Morley and Dianella in Perth, WA had a once in a decade tornado."
2693,2012,June,"June 8July 1  Poland and Ukraine jointly host the UEFA Euro 2012 football tournament, which is won by Spain."
2694,2012,June,"June 18  Shenzhou 9, a Chinese spacecraft carrying three Chinese astronauts, including the first-ever female, docks manually with orbiting module Tiangong-1, making them the third country, after the United States and Russia, to successfully perform the mission.[26]"
2695,2012,June,"June 24  Lonesome George, the last known individual of the Pinta Island tortoise subspecies, dies in Galpagos National Park, thus making the subspecies extinct.[27]"
2696,2012,June,"June 30  Mohamed Morsi, a member of the Muslim Brotherhood, is elected 5th President of Egypt, sparking mixed reactions and protests throughout the country.[28]"
2697,2012,July,July 4  CERN announces the discovery of a new particle with properties consistent with the Higgs boson after experiments at the Large Hadron Collider.[29][30][31][32][33]
2698,2012,July,"July 20  2012 Aurora, Colorado shooting: 12 people die and 58 are injured in a mass shooting at a movie theater in Aurora, Colorado. The shooter, James Holmes, opens fire on a crowd during a screening of The Dark Knight Rises. He is found behind the theater claiming to be ""The Joker"".[34]"
2699,2012,July,July 21  Turkish adventurer Erden Eru becomes the first person in history to complete a solo human-powered circumnavigation of the Earth.
2700,2012,July,"July 23  The Solar storm of 2012 was an unusually large coronal mass ejection that was emitted by the Sun which barely missed the Earth by nine days. If it hit, it would have caused up to US$2.6trillion in damages to electrical equipment worldwide.[35]"
2701,2012,July,"July 27  August 12  The 2012 Summer Olympics are held in London, England, United Kingdom.[36]"
2702,2012,July,"July 3031  In the worst power outage in world history, the 2012 India blackouts leave 620million people without power.[37][38][39]"
2703,2012,August,"August 6  Curiosity, the Mars Science Laboratory mission's rover, successfully lands on Mars.[40]"
2704,2012,August,August 24  The House of Representatives of Japan passes a resolution criticizing the President of South Korea Lee Myung-bak's visit to the disputed Liancourt Rocks.[41][importance?]
2705,2012,August,"August 31  Armenia severs diplomatic relations with Hungary, following the extradition to Azerbaijan and subsequent pardoning of Ramil Safarov, who was convicted of killing an Armenian soldier in Hungary in 2004. The move is also met with fierce criticism from other countries.[42]"
2706,2012,September,"September 7  Canada officially cuts diplomatic ties with Iran by closing its embassy in Tehran, and orders the expulsion of Iranian diplomats from Ottawa, over support for Syria, nuclear plans and human rights abuses.[43]"
2707,2012,September,"September 1127  A series of terrorist attacks are directed against United States diplomatic missions worldwide, as well as diplomatic missions of Germany, Switzerland and the United Kingdom. In the US, opinions are divided over whether the attacks are a reaction to a YouTube trailer for the film Innocence of Muslims. In Libya, among the dead is US ambassador J. Christopher Stevens.[44][45][46][47][48]"
2708,2012,October,"October 14  Austrian skydiver Felix Baumgartner becomes the first person to break the sound barrier without any machine assistance, during a record space dive out of the Red Bull Stratos helium-filled balloon from 128,000ft (24 miles (39km)) over Roswell, New Mexico in the United States.[49][50][51]"
2709,2012,October,"October 16  Seven paintings worth $25million are stolen from the Kunsthal in Rotterdam, the Netherlands.[52][53][54][55]"
2710,2012,October,"October 22  November 2  Hurricane Sandy, the largest Atlantic hurricane on record (as measured by diameter, with tropical-storm-force winds spanning 900 miles (1,400km)), wreaks havoc, resulting in 233 total deaths and $68.7billion (2012 USD) damage.[56]"
2711,2012,October,October 26 - Windows 8 from Microsoft was released.[57]
2712,2012,October,October 28 - Jorge Lorenzo becomes the World Champion of the 2012 Grand Prix motorcycle racing season.
